PPL/XP,Analytical Code,#img,Image Width (mm),Fabric Code,Petrographic Fabric,#name,Site,Latitude#number,Longitude#number,Artifact Number#long,Vessel Form Type,Period,Fe ppm (INAA)#number,Na ppm (INAA)#number,Ca ppm (INAA)#number,Sm ppm (INAA)#number,Lu ppm (INAA)#number,U ppm (INAA)#number,Yb ppm (INAA)#number,As ppm (INAA)#number,Sb ppm (INAA)#number,La ppm (INAA)#number,Ce ppm (INAA)#number,Th ppm (INAA)#number,Cr ppm (INAA)#number,Hf ppm (INAA)#number,Cs ppm (INAA)#number,Sc ppm (INAA)#number,Rb ppm (INAA)#number,Ta ppm (INAA)#number,Co ppm (INAA)#number,Eu ppm (INAA)#number,petfab_computed
PPL,KTJ062,PPL_KOM_062_033_,3.3,5,Chert Fabric,Chert Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C9865,Caananite Jar,Not known,4.53,0.6,10.7,5.95,0.3,3.3,2.44,9.3,0.6,29.7,65.7,7.81,206.0,4.02,2.31,15.51,40,1.3,20.39,1.34,Quartz and Clay Pellet Fabric
XP,KTJ062,XPL_KOM_062_033_,3.3,5,Chert Fabric,Chert Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C9865,Caananite Jar,Not known,4.53,0.6,10.7,5.95,0.3,3.3,2.44,9.3,0.6,29.7,65.7,7.81,206.0,4.02,2.31,15.51,40,1.3,20.39,1.34,Macrofossiliferous Clay Pellet Fabric
PPL,KTJ063,KOM(63),8.3,3,Quartz and Clay Pellet Fabric,Quartz and Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C9624,Caananite Jar,Late Minoan II,4.06,0.34,11.04,6.26,0.39,2.2,3.31,4.6,0.4,31.8,78.0,8.21,108.0,9.55,1.66,12.27,30,1.5,25.48,1.41,Macrofossiliferous Clay Pellet Fabric
XP,KTJ063,KOMX(63),8.3,3,Quartz and Clay Pellet Fabric,Quartz and Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C9624,Caananite Jar,Late Minoan II,4.06,0.34,11.04,6.26,0.39,2.2,3.31,4.6,0.4,31.8,78.0,8.21,108.0,9.55,1.66,12.27,30,1.5,25.48,1.41,Macrofossiliferous Clay Pellet Fabric
PPL,KTJ063,PPL_KOM_063_033_,3.3,3,Quartz and Clay Pellet Fabric,Quartz and Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C9624,Caananite Jar,Late Minoan II,4.06,0.34,11.04,6.26,0.39,2.2,3.31,4.6,0.4,31.8,78.0,8.21,108.0,9.55,1.66,12.27,30,1.5,25.48,1.41,Quartz and Clay Pellet Fabric
XP,KTJ063,XPL_KOM_063_033_,3.3,3,Quartz and Clay Pellet Fabric,Quartz and Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C9624,Caananite Jar,Late Minoan II,4.06,0.34,11.04,6.26,0.39,2.2,3.31,4.6,0.4,31.8,78.0,8.21,108.0,9.55,1.66,12.27,30,1.5,25.48,1.41,Macrofossiliferous Clay Pellet Fabric
PPL,KTJ064,KOM(64),8.3,1a,Quartz and Calcite with chert sub-Fabric,Quartz and Calcite with chert sub-Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C10656,Caananite Jar,Late Minoan IIIA,3.39,0.31,6.14,3.94,0.27,1.5,2.1,8.7,0.4,18.4,51.5,6.94,79.5,7.81,1.23,10.12,30,1.3,12.17,0.87,Quartz and Calcite with chert sub-Fabric
XP,KTJ064,KOMX(64),8.3,1a,Quartz and Calcite with chert sub-Fabric,Quartz and Calcite with chert sub-Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C10656,Caananite Jar,Late Minoan IIIA,3.39,0.31,6.14,3.94,0.27,1.5,2.1,8.7,0.4,18.4,51.5,6.94,79.5,7.81,1.23,10.12,30,1.3,12.17,0.87,Quartz and Calcite with chert sub-Fabric
PPL,KTJ064,PPL_KOM_064_033_,3.3,1a,Quartz and Calcite with chert sub-Fabric,Quartz and Calcite with chert sub-Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C10656,Caananite Jar,Late Minoan IIIA,3.39,0.31,6.14,3.94,0.27,1.5,2.1,8.7,0.4,18.4,51.5,6.94,79.5,7.81,1.23,10.12,30,1.3,12.17,0.87,Main south-central Cretan Fabric
XP,KTJ064,XPL_KOM_064_033_,3.3,1a,Quartz and Calcite with chert sub-Fabric,Quartz and Calcite with chert sub-Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C10656,Caananite Jar,Late Minoan IIIA,3.39,0.31,6.14,3.94,0.27,1.5,2.1,8.7,0.4,18.4,51.5,6.94,79.5,7.81,1.23,10.12,30,1.3,12.17,0.87,Quartz and Calcite with chert sub-Fabric
PPL,KTJ065,KOM(65),8.3,5,Chert Fabric,Chert Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C9398,Caananite Jar,Late Minoan IIIB,3.68,0.31,13.29,5.77,0.37,1.8,3.11,7.3,0.5,32.2,67.1,6.92,2991.0,3.31,1.32,14.23,30,0.9,31.39,1.39,Chert Fabric
XP,KTJ065,KOMX(65),8.3,5,Chert Fabric,Chert Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C9398,Caananite Jar,Late Minoan IIIB,3.68,0.31,13.29,5.77,0.37,1.8,3.11,7.3,0.5,32.2,67.1,6.92,2991.0,3.31,1.32,14.23,30,0.9,31.39,1.39,Chert Fabric
PPL,KTJ065,PPL_KOM_065_033_,3.3,5,Chert Fabric,Chert Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C9398,Caananite Jar,Late Minoan IIIB,3.68,0.31,13.29,5.77,0.37,1.8,3.11,7.3,0.5,32.2,67.1,6.92,2991.0,3.31,1.32,14.23,30,0.9,31.39,1.39,Quartz and Clay Pellet Fabric
XP,KTJ065,XPL_KOM_065_033_,3.3,5,Chert Fabric,Chert Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C9398,Caananite Jar,Late Minoan IIIB,3.68,0.31,13.29,5.77,0.37,1.8,3.11,7.3,0.5,32.2,67.1,6.92,2991.0,3.31,1.32,14.23,30,0.9,31.39,1.39,Macrofossiliferous Clay Pellet Fabric
PPL,KTJ066,KOM(66),8.3,1,Quartz and Calcite Fabric,Quartz and Calcite Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C9100,Caananite Jar,Late Minoan IIIA,5.73,0.34,12.89,7.91,0.41,2.5,3.26,12.9,0.3,39.6,93.5,8.9,119.0,7.58,0.85,17.9,30,2.0,24.34,1.92,Quartz and Calcite Fabric
XP,KTJ066,KOMX(66),8.3,1,Quartz and Calcite Fabric,Quartz and Calcite Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C9100,Caananite Jar,Late Minoan IIIA,5.73,0.34,12.89,7.91,0.41,2.5,3.26,12.9,0.3,39.6,93.5,8.9,119.0,7.58,0.85,17.9,30,2.0,24.34,1.92,Quartz and Calcite Fabric
PPL,KTJ066,PPL_KOM_066_033_,3.3,1,Quartz and Calcite Fabric,Quartz and Calcite Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C9100,Caananite Jar,Late Minoan IIIA,5.73,0.34,12.89,7.91,0.41,2.5,3.26,12.9,0.3,39.6,93.5,8.9,119.0,7.58,0.85,17.9,30,2.0,24.34,1.92,Quartz and Calcite Fabric
XP,KTJ066,XPL_KOM_066_033_,3.3,1,Quartz and Calcite Fabric,Quartz and Calcite Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C9100,Caananite Jar,Late Minoan IIIA,5.73,0.34,12.89,7.91,0.41,2.5,3.26,12.9,0.3,39.6,93.5,8.9,119.0,7.58,0.85,17.9,30,2.0,24.34,1.92,Main south-central Cretan Fabric
PPL,KTJ067,KOM(67),8.3,3,Quartz and Clay Pellet Fabric,Quartz and Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C9941,Caananite Jar,Late Minoan IIIB,4.47,0.56,10.6,7.93,0.46,2.0,3.81,6.3,0.5,41.6,94.0,8.9,110.0,9.92,1.95,13.7,40,1.5,26.5,1.79,Quartz and Calcite Fabric
XP,KTJ067,KOMX(67),8.3,3,Quartz and Clay Pellet Fabric,Quartz and Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C9941,Caananite Jar,Late Minoan IIIB,4.47,0.56,10.6,7.93,0.46,2.0,3.81,6.3,0.5,41.6,94.0,8.9,110.0,9.92,1.95,13.7,40,1.5,26.5,1.79,Quartz and Calcite Fabric
PPL,KTJ067,PPL_KOM_067_033_,3.3,3,Quartz and Clay Pellet Fabric,Quartz and Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C9941,Caananite Jar,Late Minoan IIIB,4.47,0.56,10.6,7.93,0.46,2.0,3.81,6.3,0.5,41.6,94.0,8.9,110.0,9.92,1.95,13.7,40,1.5,26.5,1.79,Quartz and Calcite Fabric
XP,KTJ067,XPL_KOM_067_033_,3.3,3,Quartz and Clay Pellet Fabric,Quartz and Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C9941,Caananite Jar,Late Minoan IIIB,4.47,0.56,10.6,7.93,0.46,2.0,3.81,6.3,0.5,41.6,94.0,8.9,110.0,9.92,1.95,13.7,40,1.5,26.5,1.79,Quartz and Calcite Fabric
PPL,KTJ068,KOM(68),8.3,2,Macrofossiliferous Clay Pellet Fabric,Macrofossiliferous Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C8730,Caananite Jar,Late Minoan IIIA,4.07,0.32,19.12,4.58,0.27,4.1,1.94,9.7,0.7,21.6,43.3,4.3,114.0,3.32,1.47,10.64,40,1.0,17.09,1.06,Quartz and Clay Pellet Fabric
XP,KTJ068,KOMX(68),8.3,2,Macrofossiliferous Clay Pellet Fabric,Macrofossiliferous Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C8730,Caananite Jar,Late Minoan IIIA,4.07,0.32,19.12,4.58,0.27,4.1,1.94,9.7,0.7,21.6,43.3,4.3,114.0,3.32,1.47,10.64,40,1.0,17.09,1.06,Macrofossiliferous Clay Pellet Fabric
PPL,KTJ068,PPL_KOM_068_033_,3.3,2,Macrofossiliferous Clay Pellet Fabric,Macrofossiliferous Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C8730,Caananite Jar,Late Minoan IIIA,4.07,0.32,19.12,4.58,0.27,4.1,1.94,9.7,0.7,21.6,43.3,4.3,114.0,3.32,1.47,10.64,40,1.0,17.09,1.06,Macrofossiliferous Clay Pellet Fabric
XP,KTJ068,XPL_KOM_068_033_,3.3,2,Macrofossiliferous Clay Pellet Fabric,Macrofossiliferous Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C8730,Caananite Jar,Late Minoan IIIA,4.07,0.32,19.12,4.58,0.27,4.1,1.94,9.7,0.7,21.6,43.3,4.3,114.0,3.32,1.47,10.64,40,1.0,17.09,1.06,Macrofossiliferous Clay Pellet Fabric
PPL,KTJ069,KOM(69),8.3,7,Serpentine and Micrite Fabric,Serpentine and Micrite Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C8058,Caananite Jar,Late Minoan IIIA,5.65,0.51,7.36,6.7,0.35,3.3,2.55,6.2,0.6,34.2,78.0,8.61,647.0,4.8,2.5,17.32,60,1.8,29.57,1.57,Macrofossiliferous Clay Pellet Fabric
XP,KTJ069,KOMX(69),8.3,7,Serpentine and Micrite Fabric,Serpentine and Micrite Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C8058,Caananite Jar,Late Minoan IIIA,5.65,0.51,7.36,6.7,0.35,3.3,2.55,6.2,0.6,34.2,78.0,8.61,647.0,4.8,2.5,17.32,60,1.8,29.57,1.57,Main south-central Cretan Fabric
PPL,KTJ069,PPL_KOM_069_033_,3.3,7,Serpentine and Micrite Fabric,Serpentine and Micrite Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C8058,Caananite Jar,Late Minoan IIIA,5.65,0.51,7.36,6.7,0.35,3.3,2.55,6.2,0.6,34.2,78.0,8.61,647.0,4.8,2.5,17.32,60,1.8,29.57,1.57,Macrofossiliferous Clay Pellet Fabric
XP,KTJ069,XPL_KOM_069_033_,3.3,7,Serpentine and Micrite Fabric,Serpentine and Micrite Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C8058,Caananite Jar,Late Minoan IIIA,5.65,0.51,7.36,6.7,0.35,3.3,2.55,6.2,0.6,34.2,78.0,8.61,647.0,4.8,2.5,17.32,60,1.8,29.57,1.57,Serpentine and Micrite Fabric
PPL,KTJ070,KOM(70),8.3,4,"Quartz, Chert and Macrofossils Fabric","Quartz, Chert and Macrofossils Fabric","Kommos, Crete, Greece",35.01303454,24.76069987,C8053,Caananite Jar,Late Minoan IIIA,2.9,0.24,17.77,5.99,0.31,3.1,2.44,5.7,0.4,33.8,69.0,8.93,77.9,2.83,3.1,10.43,60,0.8,9.53,1.29,Macrofossiliferous Clay Pellet Fabric
XP,KTJ070,KOMX(70),8.3,4,"Quartz, Chert and Macrofossils Fabric","Quartz, Chert and Macrofossils Fabric","Kommos, Crete, Greece",35.01303454,24.76069987,C8053,Caananite Jar,Late Minoan IIIA,2.9,0.24,17.77,5.99,0.31,3.1,2.44,5.7,0.4,33.8,69.0,8.93,77.9,2.83,3.1,10.43,60,0.8,9.53,1.29,"Quartz, Chert and Macrofossils Fabric"
PPL,KTJ070,PPL_KOM_070_033_,3.3,4,"Quartz, Chert and Macrofossils Fabric","Quartz, Chert and Macrofossils Fabric","Kommos, Crete, Greece",35.01303454,24.76069987,C8053,Caananite Jar,Late Minoan IIIA,2.9,0.24,17.77,5.99,0.31,3.1,2.44,5.7,0.4,33.8,69.0,8.93,77.9,2.83,3.1,10.43,60,0.8,9.53,1.29,"Quartz, Chert and Macrofossils Fabric"
XP,KTJ070,XPL_KOM_070_033_,3.3,4,"Quartz, Chert and Macrofossils Fabric","Quartz, Chert and Macrofossils Fabric","Kommos, Crete, Greece",35.01303454,24.76069987,C8053,Caananite Jar,Late Minoan IIIA,2.9,0.24,17.77,5.99,0.31,3.1,2.44,5.7,0.4,33.8,69.0,8.93,77.9,2.83,3.1,10.43,60,0.8,9.53,1.29,"Quartz, Chert and Macrofossils Fabric"
PPL,KTJ071,KOM(71),8.3,2,Macrofossiliferous Clay Pellet Fabric,Macrofossiliferous Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C8728,Caananite Jar,Late Minoan IIIA,4.56,0.3,18.35,5.58,0.32,3.6,2.35,14.2,0.6,26.5,55.5,5.04,125.0,4.03,,12.25,40,1.2,20.45,1.36,Macrofossiliferous Clay Pellet Fabric
XP,KTJ071,KOMX(71),8.3,2,Macrofossiliferous Clay Pellet Fabric,Macrofossiliferous Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C8728,Caananite Jar,Late Minoan IIIA,4.56,0.3,18.35,5.58,0.32,3.6,2.35,14.2,0.6,26.5,55.5,5.04,125.0,4.03,,12.25,40,1.2,20.45,1.36,Macrofossiliferous Clay Pellet Fabric
PPL,KTJ071,PPL_KOM_071_033_,3.3,2,Macrofossiliferous Clay Pellet Fabric,Macrofossiliferous Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C8728,Caananite Jar,Late Minoan IIIA,4.56,0.3,18.35,5.58,0.32,3.6,2.35,14.2,0.6,26.5,55.5,5.04,125.0,4.03,,12.25,40,1.2,20.45,1.36,Macrofossiliferous Clay Pellet Fabric
XP,KTJ071,XPL_KOM_071_033_,3.3,2,Macrofossiliferous Clay Pellet Fabric,Macrofossiliferous Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C8728,Caananite Jar,Late Minoan IIIA,4.56,0.3,18.35,5.58,0.32,3.6,2.35,14.2,0.6,26.5,55.5,5.04,125.0,4.03,,12.25,40,1.2,20.45,1.36,Macrofossiliferous Clay Pellet Fabric
PPL,KTJ072,KOM(72),8.3,4,"Quartz, Chert and Macrofossils Fabric","Quartz, Chert and Macrofossils Fabric","Kommos, Crete, Greece",35.01303454,24.76069987,C8244,Caananite Jar,Late Minoan IIIA,5.91,0.42,16.08,6.61,0.36,4.2,2.64,22.9,1.1,31.8,67.6,6.09,152.0,4.82,0.69,15.96,20,1.7,24.01,1.67,Macrofossiliferous Clay Pellet Fabric
XP,KTJ072,KOMX(72),8.3,4,"Quartz, Chert and Macrofossils Fabric","Quartz, Chert and Macrofossils Fabric","Kommos, Crete, Greece",35.01303454,24.76069987,C8244,Caananite Jar,Late Minoan IIIA,5.91,0.42,16.08,6.61,0.36,4.2,2.64,22.9,1.1,31.8,67.6,6.09,152.0,4.82,0.69,15.96,20,1.7,24.01,1.67,Quartz and Calcite Fabric
PPL,KTJ072,PPL_KOM_072_033_,3.3,4,"Quartz, Chert and Macrofossils Fabric","Quartz, Chert and Macrofossils Fabric","Kommos, Crete, Greece",35.01303454,24.76069987,C8244,Caananite Jar,Late Minoan IIIA,5.91,0.42,16.08,6.61,0.36,4.2,2.64,22.9,1.1,31.8,67.6,6.09,152.0,4.82,0.69,15.96,20,1.7,24.01,1.67,Medium/coarse Igneous Fabric
XP,KTJ072,XPL_KOM_072_033_,3.3,4,"Quartz, Chert and Macrofossils Fabric","Quartz, Chert and Macrofossils Fabric","Kommos, Crete, Greece",35.01303454,24.76069987,C8244,Caananite Jar,Late Minoan IIIA,5.91,0.42,16.08,6.61,0.36,4.2,2.64,22.9,1.1,31.8,67.6,6.09,152.0,4.82,0.69,15.96,20,1.7,24.01,1.67,Main south-central Cretan Fabric
PPL,KTJ073,KOM(73),8.3,1a,Quartz and Calcite with chert sub-Fabric,Quartz and Calcite with chert sub-Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C5140,Caananite Jar,Late Minoan IIIB,3.48,0.45,9.39,7.03,0.39,4.4,2.97,7.0,1.6,38.2,78.4,10.6,127.0,4.72,3.9,12.39,70,1.2,8.72,1.43,Macrofossiliferous Clay Pellet Fabric
XP,KTJ073,KOMX(73),8.3,1a,Quartz and Calcite with chert sub-Fabric,Quartz and Calcite with chert sub-Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C5140,Caananite Jar,Late Minoan IIIB,3.48,0.45,9.39,7.03,0.39,4.4,2.97,7.0,1.6,38.2,78.4,10.6,127.0,4.72,3.9,12.39,70,1.2,8.72,1.43,Macrofossiliferous Clay Pellet Fabric
PPL,KTJ073,PPL_KOM_073_033_,3.3,1a,Quartz and Calcite with chert sub-Fabric,Quartz and Calcite with chert sub-Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C5140,Caananite Jar,Late Minoan IIIB,3.48,0.45,9.39,7.03,0.39,4.4,2.97,7.0,1.6,38.2,78.4,10.6,127.0,4.72,3.9,12.39,70,1.2,8.72,1.43,Quartz and Calcite with chert sub-Fabric
XP,KTJ073,XPL_KOM_073_033_,3.3,1a,Quartz and Calcite with chert sub-Fabric,Quartz and Calcite with chert sub-Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C5140,Caananite Jar,Late Minoan IIIB,3.48,0.45,9.39,7.03,0.39,4.4,2.97,7.0,1.6,38.2,78.4,10.6,127.0,4.72,3.9,12.39,70,1.2,8.72,1.43,Macrofossiliferous Clay Pellet Fabric
PPL,KTJ074,KOM(74),8.3,2,Macrofossiliferous Clay Pellet Fabric,Macrofossiliferous Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C6839,Caananite Jar,Late Minoan IIIB,4.14,0.36,19.58,5.17,0.29,4.1,2.17,11.2,0.6,24.2,50.7,4.56,112.0,3.49,1.38,10.95,30,1.0,18.29,1.24,Macrofossiliferous Clay Pellet Fabric
XP,KTJ074,KOMX(74),8.3,2,Macrofossiliferous Clay Pellet Fabric,Macrofossiliferous Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C6839,Caananite Jar,Late Minoan IIIB,4.14,0.36,19.58,5.17,0.29,4.1,2.17,11.2,0.6,24.2,50.7,4.56,112.0,3.49,1.38,10.95,30,1.0,18.29,1.24,Macrofossiliferous Clay Pellet Fabric
PPL,KTJ074,PPL_KOM_074_033_,3.3,2,Macrofossiliferous Clay Pellet Fabric,Macrofossiliferous Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C6839,Caananite Jar,Late Minoan IIIB,4.14,0.36,19.58,5.17,0.29,4.1,2.17,11.2,0.6,24.2,50.7,4.56,112.0,3.49,1.38,10.95,30,1.0,18.29,1.24,Medium/coarse Igneous Fabric
XP,KTJ074,XPL_KOM_074_033_,3.3,2,Macrofossiliferous Clay Pellet Fabric,Macrofossiliferous Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C6839,Caananite Jar,Late Minoan IIIB,4.14,0.36,19.58,5.17,0.29,4.1,2.17,11.2,0.6,24.2,50.7,4.56,112.0,3.49,1.38,10.95,30,1.0,18.29,1.24,Macrofossiliferous Clay Pellet Fabric
PPL,KTJ075,KOM(75),8.3,2,Macrofossiliferous Clay Pellet Fabric,Macrofossiliferous Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C3351,Caananite Jar,Late Minoan IIIA,4.55,0.32,18.6,6.04,0.35,4.1,2.65,15.2,0.8,28.2,58.3,5.92,128.0,4.07,1.46,12.79,30,1.3,20.28,1.44,Macrofossiliferous Clay Pellet Fabric
XP,KTJ075,KOMX(75),8.3,2,Macrofossiliferous Clay Pellet Fabric,Macrofossiliferous Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C3351,Caananite Jar,Late Minoan IIIA,4.55,0.32,18.6,6.04,0.35,4.1,2.65,15.2,0.8,28.2,58.3,5.92,128.0,4.07,1.46,12.79,30,1.3,20.28,1.44,Macrofossiliferous Clay Pellet Fabric
PPL,KTJ075,PPL_KOM_075_033_,3.3,2,Macrofossiliferous Clay Pellet Fabric,Macrofossiliferous Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C3351,Caananite Jar,Late Minoan IIIA,4.55,0.32,18.6,6.04,0.35,4.1,2.65,15.2,0.8,28.2,58.3,5.92,128.0,4.07,1.46,12.79,30,1.3,20.28,1.44,Macrofossiliferous Clay Pellet Fabric
XP,KTJ075,XPL_KOM_075_033_,3.3,2,Macrofossiliferous Clay Pellet Fabric,Macrofossiliferous Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C3351,Caananite Jar,Late Minoan IIIA,4.55,0.32,18.6,6.04,0.35,4.1,2.65,15.2,0.8,28.2,58.3,5.92,128.0,4.07,1.46,12.79,30,1.3,20.28,1.44,Macrofossiliferous Clay Pellet Fabric
PPL,KTJ076,KOM(76),8.3,1,Quartz and Calcite Fabric,Quartz and Calcite Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C7440,Caananite Jar,Late Minoan IIIA,4.83,0.39,14.95,6.95,0.36,2.8,2.82,6.4,0.4,35.3,80.9,7.73,102.0,5.93,1.61,14.93,40,1.7,21.18,1.53,Quartz and Clay Pellet Fabric
XP,KTJ076,KOMX(76),8.3,1,Quartz and Calcite Fabric,Quartz and Calcite Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C7440,Caananite Jar,Late Minoan IIIA,4.83,0.39,14.95,6.95,0.36,2.8,2.82,6.4,0.4,35.3,80.9,7.73,102.0,5.93,1.61,14.93,40,1.7,21.18,1.53,Quartz and Calcite Fabric
PPL,KTJ076,PPL_KOM_076_033_,3.3,1,Quartz and Calcite Fabric,Quartz and Calcite Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C7440,Caananite Jar,Late Minoan IIIA,4.83,0.39,14.95,6.95,0.36,2.8,2.82,6.4,0.4,35.3,80.9,7.73,102.0,5.93,1.61,14.93,40,1.7,21.18,1.53,Quartz and Calcite Fabric
XP,KTJ076,XPL_KOM_076_033_,3.3,1,Quartz and Calcite Fabric,Quartz and Calcite Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C7440,Caananite Jar,Late Minoan IIIA,4.83,0.39,14.95,6.95,0.36,2.8,2.82,6.4,0.4,35.3,80.9,7.73,102.0,5.93,1.61,14.93,40,1.7,21.18,1.53,Main south-central Cretan Fabric
PPL,KTJ077,KOM(77),8.3,8,Polycrystalline Quartz and Calcite Fabric,Polycrystalline Quartz and Calcite Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C8729,Caananite Jar,Late Minoan IIIA,4.53,0.46,12.02,4.4,0.29,2.4,2.39,9.2,0.7,22.8,54.7,8.85,1025.0,3.12,4.96,15.7,80,0.9,27.89,0.98,Main south-central Cretan Fabric
XP,KTJ077,KOMX(77),8.3,8,Polycrystalline Quartz and Calcite Fabric,Polycrystalline Quartz and Calcite Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C8729,Caananite Jar,Late Minoan IIIA,4.53,0.46,12.02,4.4,0.29,2.4,2.39,9.2,0.7,22.8,54.7,8.85,1025.0,3.12,4.96,15.7,80,0.9,27.89,0.98,Macrofossiliferous Clay Pellet Fabric
PPL,KTJ077,PPL_KOM_077_033_,3.3,8,Polycrystalline Quartz and Calcite Fabric,Polycrystalline Quartz and Calcite Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C8729,Caananite Jar,Late Minoan IIIA,4.53,0.46,12.02,4.4,0.29,2.4,2.39,9.2,0.7,22.8,54.7,8.85,1025.0,3.12,4.96,15.7,80,0.9,27.89,0.98,Medium/coarse Igneous Fabric
XP,KTJ077,XPL_KOM_077_033_,3.3,8,Polycrystalline Quartz and Calcite Fabric,Polycrystalline Quartz and Calcite Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C8729,Caananite Jar,Late Minoan IIIA,4.53,0.46,12.02,4.4,0.29,2.4,2.39,9.2,0.7,22.8,54.7,8.85,1025.0,3.12,4.96,15.7,80,0.9,27.89,0.98,Macrofossiliferous Clay Pellet Fabric
PPL,KTJ078,KOM(78),8.3,2,Macrofossiliferous Clay Pellet Fabric,Macrofossiliferous Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C8216,Caananite Jar,Late Minoan IIIA,4.83,0.27,19.05,6.01,0.32,3.7,2.65,13.7,0.7,26.7,60.7,5.61,144.0,4.07,1.57,13.21,30,1.3,21.43,1.44,Main south-central Cretan Fabric
XP,KTJ078,KOMX(78),8.3,2,Macrofossiliferous Clay Pellet Fabric,Macrofossiliferous Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C8216,Caananite Jar,Late Minoan IIIA,4.83,0.27,19.05,6.01,0.32,3.7,2.65,13.7,0.7,26.7,60.7,5.61,144.0,4.07,1.57,13.21,30,1.3,21.43,1.44,Macrofossiliferous Clay Pellet Fabric
PPL,KTJ078,PPL_KOM_078_033_,3.3,2,Macrofossiliferous Clay Pellet Fabric,Macrofossiliferous Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C8216,Caananite Jar,Late Minoan IIIA,4.83,0.27,19.05,6.01,0.32,3.7,2.65,13.7,0.7,26.7,60.7,5.61,144.0,4.07,1.57,13.21,30,1.3,21.43,1.44,Quartz and Calcite Fabric
XP,KTJ078,XPL_KOM_078_033_,3.3,2,Macrofossiliferous Clay Pellet Fabric,Macrofossiliferous Clay Pellet Fabric,"Kommos, Crete, Greece",35.01303454,24.76069987,C8216,Caananite Jar,Late Minoan IIIA,4.83,0.27,19.05,6.01,0.32,3.7,2.65,13.7,0.7,26.7,60.7,5.61,144.0,4.07,1.57,13.21,30,1.3,21.43,1.44,Main south-central Cretan Fabric
